model-1577167384,1577168130.311,0.66,0.2031,0.84,0.1497
model-1577167384,1577168130.778,0.59,0.2379,0.69,0.2189
model-1577167384,1577168131.241,0.69,0.1973,0.72,0.2098
model-1577167384,1577168131.706,0.66,0.2291,0.69,0.2089
model-1577167384,1577168132.175,0.74,0.1822,0.69,0.1957
model-1577167384,1577168132.65,0.62,0.217,0.53,0.2659
model-1577167384,1577168133.137,0.74,0.1847,0.69,0.2011
model-1577167384,1577168133.624,0.74,0.1906,0.59,0.1995
model-1577167384,1577168134.109,0.67,0.2007,0.56,0.2141
model-1577167384,1577168134.388,0.73,0.1663,0.81,0.1543
model-1577167384,1577168134.884,0.61,0.2445,0.69,0.1992
model-1577167384,1577168135.36,0.62,0.2373,0.66,0.2222
model-1577167384,1577168135.835,0.71,0.197,0.78,0.1834
model-1577167384,1577168136.319,0.65,0.2178,0.72,0.2131
model-1577167384,1577168136.797,0.66,0.2074,0.66,0.1984
model-1577167384,1577168137.274,0.64,0.2046,0.72,0.2022
model-1577167384,1577168137.752,0.7,0.1964,0.62,0.2166
model-1577167384,1577168138.231,0.68,0.2041,0.75,0.1827
model-1577167384,1577168138.714,0.71,0.1952,0.72,0.1843
model-1577167384,1577168139.19,0.83,0.1519,0.75,0.1961
model-1577167384,1577168139.667,0.65,0.2021,0.69,0.211
model-1577167384,1577168140.144,0.66,0.2175,0.66,0.2083
model-1577167384,1577168140.62,0.75,0.1752,0.56,0.2286
model-1577167384,1577168141.098,0.65,0.2052,0.62,0.238
model-1577167384,1577168141.575,0.68,0.19,0.66,0.2072
model-1577167384,1577168142.05,0.63,0.2145,0.69,0.1988
model-1577167384,1577168142.529,0.72,0.1953,0.72,0.18
model-1577167384,1577168143.025,0.72,0.1965,0.75,0.2048
model-1577167384,1577168143.504,0.64,0.231,0.72,0.2058
model-1577167384,1577168143.985,0.6,0.2425,0.81,0.1403
model-1577167384,1577168144.464,0.7,0.2073,0.56,0.2746
model-1577167384,1577168144.941,0.74,0.1687,0.72,0.1984
model-1577167384,1577168145.421,0.59,0.2332,0.5,0.2797
model-1577167384,1577168145.907,0.63,0.2345,0.91,0.1086
model-1577167384,1577168146.385,0.65,0.2046,0.59,0.2116
model-1577167384,1577168146.864,0.66,0.2065,0.78,0.1414
model-1577167384,1577168147.345,0.64,0.2233,0.69,0.1997
model-1577167384,1577168147.831,0.59,0.2463,0.62,0.2366
model-1577167384,1577168148.307,0.64,0.226,0.62,0.2401
model-1577167384,1577168148.784,0.67,0.203,0.72,0.1948
model-1577167384,1577168149.263,0.69,0.2095,0.69,0.2021
model-1577167384,1577168149.737,0.76,0.1899,0.69,0.2113
model-1577167384,1577168150.215,0.71,0.1939,0.72,0.2012
model-1577167384,1577168150.691,0.63,0.2275,0.59,0.2458
model-1577167384,1577168151.165,0.67,0.2052,0.78,0.1975
model-1577167384,1577168151.643,0.66,0.215,0.78,0.1831
model-1577167384,1577168152.122,0.62,0.2155,0.78,0.1774
model-1577167384,1577168152.6,0.72,0.1879,0.75,0.179
model-1577167384,1577168153.077,0.69,0.2085,0.66,0.1871
model-1577167384,1577168153.556,0.68,0.2127,0.72,0.1818
model-1577167384,1577168154.035,0.72,0.1932,0.84,0.1611
model-1577167384,1577168154.514,0.69,0.2078,0.75,0.1814
model-1577167384,1577168154.99,0.72,0.2012,0.78,0.1939
model-1577167384,1577168155.468,0.68,0.2015,0.72,0.1825
model-1577167384,1577168155.947,0.56,0.2394,0.69,0.208
model-1577167384,1577168156.423,0.69,0.2021,0.78,0.1641
model-1577167384,1577168156.899,0.71,0.1846,0.75,0.1618
model-1577167384,1577168157.377,0.75,0.1876,0.75,0.2003
model-1577167384,1577168157.862,0.69,0.1981,0.59,0.2165
model-1577167384,1577168158.338,0.7,0.1977,0.69,0.1767
model-1577167384,1577168158.815,0.72,0.185,0.69,0.1801
model-1577167384,1577168159.289,0.7,0.2002,0.75,0.1737
model-1577167384,1577168159.767,0.65,0.1954,0.81,0.1375
model-1577167384,1577168160.242,0.74,0.1811,0.72,0.196
model-1577167384,1577168160.717,0.61,0.2339,0.59,0.2192
model-1577167384,1577168161.194,0.65,0.1963,0.69,0.1772
model-1577167384,1577168161.671,0.73,0.1701,0.69,0.1844
model-1577167384,1577168162.15,0.7,0.1992,0.59,0.234
model-1577167384,1577168162.628,0.77,0.1863,0.72,0.1655
model-1577167384,1577168163.103,0.69,0.2036,0.66,0.1911
model-1577167384,1577168163.582,0.76,0.1723,0.75,0.1538
model-1577167384,1577168164.06,0.67,0.209,0.66,0.2168
model-1577167384,1577168164.534,0.72,0.2094,0.81,0.1575
model-1577167384,1577168165.015,0.61,0.236,0.69,0.2341
model-1577167384,1577168165.492,0.66,0.221,0.72,0.1949
model-1577167384,1577168165.968,0.73,0.1863,0.69,0.1704
model-1577167384,1577168166.445,0.78,0.1747,0.72,0.1624
model-1577167384,1577168166.921,0.65,0.201,0.62,0.1985
model-1577167384,1577168167.395,0.75,0.1788,0.88,0.1335
model-1577167384,1577168167.875,0.64,0.2051,0.72,0.1951
model-1577167384,1577168168.354,0.81,0.1595,0.75,0.1601
model-1577167384,1577168168.836,0.71,0.1753,0.75,0.1851
model-1577167384,1577168169.318,0.66,0.2264,0.56,0.2599
model-1577167384,1577168169.795,0.68,0.2102,0.81,0.1378
model-1577167384,1577168170.272,0.77,0.1678,0.75,0.176
model-1577167384,1577168170.749,0.65,0.2095,0.75,0.1817
model-1577167384,1577168171.232,0.7,0.2071,0.75,0.1711
model-1577167384,1577168171.715,0.66,0.2068,0.72,0.1624
model-1577167384,1577168172.198,0.71,0.2022,0.75,0.1781
model-1577167384,1577168172.675,0.74,0.1658,0.66,0.236
model-1577167384,1577168173.173,0.71,0.1679,0.72,0.1812
model-1577167384,1577168173.653,0.69,0.2089,0.72,0.1866
model-1577167384,1577168174.138,0.64,0.2115,0.75,0.1781
model-1577167384,1577168174.623,0.7,0.1966,0.78,0.161
model-1577167384,1577168175.105,0.76,0.1892,0.59,0.234
model-1577167384,1577168175.581,0.74,0.1975,0.66,0.201
model-1577167384,1577168176.06,0.68,0.1979,0.66,0.2357
model-1577167384,1577168176.542,0.7,0.1872,0.72,0.191
model-1577167384,1577168177.019,0.73,0.1862,0.59,0.2276
model-1577167384,1577168177.505,0.69,0.1831,0.69,0.221
model-1577167384,1577168177.982,0.69,0.2124,0.69,0.2414
model-1577167384,1577168178.458,0.6,0.2337,0.75,0.1708
model-1577167384,1577168178.946,0.76,0.1801,0.78,0.1434
model-1577167384,1577168179.422,0.76,0.1694,0.66,0.2168
model-1577167384,1577168179.899,0.69,0.1879,0.84,0.1467
model-1577167384,1577168180.376,0.7,0.1799,0.66,0.1844
model-1577167384,1577168180.853,0.58,0.2627,0.47,0.3059
model-1577167384,1577168181.346,0.69,0.201,0.75,0.1903
model-1577167384,1577168181.822,0.73,0.1934,0.75,0.1706
model-1577167384,1577168182.298,0.69,0.2044,0.72,0.2016
model-1577167384,1577168182.774,0.65,0.2084,0.75,0.1759
model-1577167384,1577168183.25,0.6,0.2303,0.47,0.2545
model-1577167384,1577168183.733,0.73,0.188,0.72,0.2063
model-1577167384,1577168184.209,0.71,0.1812,0.75,0.1826
model-1577167384,1577168184.684,0.72,0.1793,0.59,0.1973
model-1577167384,1577168185.166,0.68,0.1919,0.5,0.3064
model-1577167384,1577168185.641,0.72,0.1765,0.78,0.169
model-1577167384,1577168186.12,0.69,0.1892,0.69,0.2054
model-1577167384,1577168186.594,0.75,0.177,0.72,0.1772
model-1577167384,1577168187.068,0.79,0.1538,0.72,0.2141
model-1577167384,1577168187.549,0.69,0.2128,0.72,0.1981
model-1577167384,1577168188.025,0.76,0.1706,0.66,0.2431
model-1577167384,1577168188.505,0.68,0.2111,0.72,0.1961
model-1577167384,1577168188.985,0.67,0.2084,0.62,0.2296
model-1577167384,1577168189.46,0.65,0.209,0.72,0.1643
model-1577167384,1577168189.935,0.71,0.2093,0.69,0.1837
model-1577167384,1577168190.412,0.77,0.1792,0.72,0.2025
model-1577167384,1577168190.888,0.7,0.2015,0.72,0.1718
model-1577167384,1577168191.363,0.65,0.2134,0.81,0.1664
model-1577167384,1577168191.839,0.73,0.1883,0.72,0.1946
model-1577167384,1577168192.315,0.61,0.2236,0.72,0.2058
model-1577167384,1577168192.79,0.78,0.1746,0.59,0.2122
model-1577167384,1577168193.272,0.75,0.1652,0.72,0.208
model-1577167384,1577168193.754,0.71,0.1868,0.69,0.225
model-1577167384,1577168194.233,0.78,0.159,0.62,0.2255
model-1577167384,1577168194.712,0.66,0.2106,0.75,0.1586
model-1577167384,1577168195.187,0.68,0.2035,0.72,0.1889
model-1577167384,1577168195.664,0.69,0.2017,0.56,0.222
model-1577167384,1577168196.142,0.74,0.1774,0.69,0.197
model-1577167384,1577168196.62,0.75,0.1679,0.72,0.1852
model-1577167384,1577168197.095,0.76,0.1716,0.66,0.1999
model-1577167384,1577168197.573,0.72,0.1774,0.81,0.1553
model-1577167384,1577168198.055,0.72,0.1701,0.72,0.1958
model-1577167384,1577168198.536,0.7,0.2038,0.69,0.1802
model-1577167384,1577168199.016,0.65,0.2099,0.75,0.1817
model-1577167384,1577168199.495,0.73,0.1718,0.69,0.1944
model-1577167384,1577168199.971,0.75,0.1769,0.75,0.1684
model-1577167384,1577168200.447,0.71,0.19,0.69,0.1917
model-1577167384,1577168200.923,0.72,0.1811,0.81,0.1831
model-1577167384,1577168201.398,0.71,0.1725,0.75,0.1717
model-1577167384,1577168201.876,0.76,0.1657,0.66,0.1921
model-1577167384,1577168202.361,0.71,0.1871,0.69,0.1577
model-1577167384,1577168202.845,0.73,0.1652,0.62,0.2037
model-1577167384,1577168203.329,0.68,0.2082,0.69,0.1976
model-1577167384,1577168203.807,0.71,0.1973,0.75,0.1675
model-1577167384,1577168204.288,0.77,0.1577,0.66,0.2077
model-1577167384,1577168204.77,0.73,0.1876,0.69,0.1944
model-1577167384,1577168205.246,0.76,0.1791,0.56,0.2475
model-1577167384,1577168205.728,0.67,0.2091,0.72,0.2172
model-1577167384,1577168206.208,0.68,0.2045,0.81,0.1241
model-1577167384,1577168206.683,0.68,0.2201,0.81,0.1561
model-1577167384,1577168207.165,0.77,0.1636,0.75,0.165
model-1577167384,1577168207.643,0.76,0.1629,0.75,0.1602
model-1577167384,1577168208.125,0.74,0.1805,0.62,0.2303
model-1577167384,1577168208.606,0.73,0.1703,0.81,0.1654
model-1577167384,1577168209.089,0.7,0.1958,0.75,0.1623
model-1577167384,1577168209.566,0.71,0.1944,0.69,0.1848
model-1577167384,1577168210.046,0.71,0.188,0.81,0.1611
model-1577167384,1577168210.531,0.68,0.2047,0.72,0.1624
model-1577167384,1577168211.011,0.77,0.1436,0.81,0.1333
model-1577167384,1577168211.487,0.7,0.202,0.78,0.1687
model-1577167384,1577168211.97,0.71,0.1774,0.69,0.2098
model-1577167384,1577168212.453,0.67,0.2139,0.66,0.1954
model-1577167384,1577168212.93,0.72,0.1782,0.62,0.2116
model-1577167384,1577168213.407,0.73,0.1877,0.78,0.1441
model-1577167384,1577168213.889,0.6,0.2092,0.62,0.2458
model-1577167384,1577168214.368,0.74,0.1858,0.66,0.1908
model-1577167384,1577168214.847,0.76,0.1726,0.81,0.1548
model-1577167384,1577168215.324,0.77,0.1653,0.75,0.1735
model-1577167384,1577168215.805,0.78,0.1644,0.75,0.1806
model-1577167384,1577168216.288,0.79,0.1513,0.75,0.1744
model-1577167384,1577168216.768,0.74,0.1908,0.81,0.1404
model-1577167384,1577168217.246,0.76,0.1504,0.72,0.1759
model-1577167384,1577168217.728,0.72,0.2059,0.75,0.1665
model-1577167384,1577168218.21,0.67,0.2169,0.59,0.2146
model-1577167384,1577168218.692,0.74,0.2108,0.66,0.2083
model-1577167384,1577168219.174,0.74,0.1823,0.66,0.2148
model-1577167384,1577168219.658,0.7,0.1841,0.78,0.1538
model-1577167384,1577168220.137,0.67,0.1991,0.69,0.1752
model-1577167384,1577168220.615,0.68,0.2103,0.66,0.1891
model-1577167384,1577168221.092,0.64,0.2095,0.72,0.169
model-1577167384,1577168221.575,0.73,0.1788,0.75,0.1729
model-1577167384,1577168222.065,0.69,0.1921,0.66,0.2435
model-1577167384,1577168222.539,0.76,0.1786,0.59,0.2636
model-1577167384,1577168223.022,0.74,0.1849,0.84,0.1228
model-1577167384,1577168223.503,0.76,0.1746,0.84,0.167
model-1577167384,1577168223.991,0.78,0.1703,0.72,0.1737
model-1577167384,1577168224.468,0.69,0.1984,0.66,0.2494
model-1577167384,1577168224.95,0.77,0.148,0.84,0.1346
model-1577167384,1577168225.431,0.67,0.2198,0.72,0.1974
model-1577167384,1577168225.91,0.73,0.1923,0.72,0.1764
model-1577167384,1577168226.391,0.71,0.2006,0.78,0.146
model-1577167384,1577168226.868,0.74,0.1706,0.56,0.2406
model-1577167384,1577168227.35,0.69,0.2047,0.78,0.157
model-1577167384,1577168227.826,0.68,0.2049,0.75,0.1893
model-1577167384,1577168228.307,0.64,0.2195,0.66,0.2152
model-1577167384,1577168228.792,0.7,0.2138,0.75,0.1802
model-1577167384,1577168229.272,0.78,0.1587,0.62,0.2326
model-1577167384,1577168229.755,0.69,0.1978,0.69,0.2127
model-1577167384,1577168230.235,0.72,0.1914,0.75,0.1936
model-1577167384,1577168230.714,0.75,0.1675,0.66,0.1846
model-1577167384,1577168231.196,0.74,0.1717,0.66,0.1912
model-1577167384,1577168231.681,0.74,0.1843,0.84,0.151
model-1577167384,1577168232.171,0.68,0.2029,0.66,0.2085
model-1577167384,1577168232.686,0.69,0.181,0.62,0.2255
model-1577167384,1577168233.216,0.73,0.1743,0.75,0.1524
model-1577167384,1577168233.717,0.68,0.1943,0.72,0.1654
model-1577167384,1577168234.21,0.68,0.2148,0.84,0.1355
model-1577167384,1577168234.692,0.66,0.18,0.84,0.1396
model-1577167384,1577168235.18,0.69,0.1944,0.75,0.1549
model-1577167384,1577168235.681,0.77,0.1714,0.66,0.1793
model-1577167384,1577168236.165,0.74,0.1669,0.62,0.2113
model-1577167384,1577168236.649,0.76,0.1573,0.69,0.205
model-1577167384,1577168237.132,0.86,0.1252,0.81,0.1441
model-1577167384,1577168237.619,0.78,0.1664,0.72,0.2207
model-1577167384,1577168238.108,0.69,0.1834,0.81,0.1752
model-1577167384,1577168238.593,0.67,0.2096,0.78,0.1829
model-1577167384,1577168239.072,0.73,0.172,0.66,0.2098
model-1577167384,1577168239.55,0.66,0.2139,0.78,0.1807
model-1577167384,1577168240.047,0.77,0.16,0.75,0.1775
model-1577167384,1577168240.524,0.68,0.2028,0.66,0.1661
model-1577167384,1577168241.005,0.74,0.177,0.81,0.1362
model-1577167384,1577168241.484,0.71,0.1718,0.75,0.1995
model-1577167384,1577168241.971,0.68,0.1902,0.72,0.2122
model-1577167384,1577168242.257,0.73,0.1624,0.75,0.1758
model-1577167384,1577168242.763,0.64,0.2272,0.78,0.1701
model-1577167384,1577168243.244,0.73,0.1962,0.78,0.1568
model-1577167384,1577168243.734,0.72,0.1779,0.72,0.2072
model-1577167384,1577168244.22,0.74,0.1702,0.62,0.2107
model-1577167384,1577168244.7,0.69,0.1881,0.59,0.22
model-1577167384,1577168245.192,0.68,0.1829,0.69,0.2137
model-1577167384,1577168245.677,0.76,0.1894,0.72,0.1713
model-1577167384,1577168246.165,0.75,0.1932,0.69,0.1777
model-1577167384,1577168246.65,0.77,0.161,0.72,0.1722
model-1577167384,1577168247.131,0.83,0.1367,0.69,0.1945
model-1577167384,1577168247.614,0.78,0.161,0.75,0.15
model-1577167384,1577168248.099,0.68,0.2,0.84,0.1128
model-1577167384,1577168248.586,0.79,0.1586,0.88,0.1299
model-1577167384,1577168249.068,0.81,0.1549,0.75,0.1727
model-1577167384,1577168249.551,0.79,0.1458,0.81,0.1291
model-1577167384,1577168250.035,0.65,0.2069,0.78,0.1811
model-1577167384,1577168250.52,0.77,0.166,0.78,0.1519
model-1577167384,1577168251.004,0.74,0.1624,0.72,0.178
model-1577167384,1577168251.489,0.75,0.186,0.69,0.1976
model-1577167384,1577168251.967,0.66,0.1985,0.66,0.209
model-1577167384,1577168252.45,0.76,0.1693,0.78,0.1731
model-1577167384,1577168252.934,0.82,0.1344,0.62,0.2283
model-1577167384,1577168253.419,0.7,0.1952,0.72,0.1734
model-1577167384,1577168253.905,0.74,0.1851,0.72,0.1739
model-1577167384,1577168254.386,0.68,0.1812,0.81,0.1427
model-1577167384,1577168254.868,0.67,0.2013,0.78,0.1436
model-1577167384,1577168255.353,0.73,0.1883,0.56,0.2691
model-1577167384,1577168255.837,0.66,0.2503,0.66,0.2089
model-1577167384,1577168256.323,0.61,0.2156,0.81,0.158
model-1577167384,1577168256.807,0.73,0.1811,0.69,0.1956
model-1577167384,1577168257.289,0.76,0.1828,0.72,0.1791
model-1577167384,1577168257.776,0.71,0.1834,0.72,0.1957
model-1577167384,1577168258.261,0.74,0.1632,0.69,0.2135
model-1577167384,1577168258.748,0.64,0.2013,0.72,0.2027
model-1577167384,1577168259.227,0.75,0.1578,0.84,0.1356
model-1577167384,1577168259.706,0.73,0.1738,0.62,0.2224
model-1577167384,1577168260.192,0.66,0.2108,0.66,0.1824
model-1577167384,1577168260.688,0.69,0.1895,0.66,0.2138
model-1577167384,1577168261.179,0.72,0.2024,0.66,0.2359
model-1577167384,1577168261.677,0.73,0.1982,0.56,0.2342
model-1577167384,1577168262.174,0.73,0.1744,0.69,0.2393
model-1577167384,1577168262.665,0.66,0.2055,0.72,0.177
model-1577167384,1577168263.187,0.73,0.1801,0.59,0.1996
model-1577167384,1577168263.682,0.7,0.1907,0.69,0.1842
model-1577167384,1577168264.175,0.61,0.2545,0.59,0.2693
model-1577167384,1577168264.677,0.7,0.1936,0.75,0.1548
model-1577167384,1577168265.175,0.82,0.1497,0.66,0.183
model-1577167384,1577168265.661,0.78,0.1617,0.66,0.2123
model-1577167384,1577168266.146,0.74,0.1772,0.72,0.1948
model-1577167384,1577168266.631,0.72,0.1797,0.81,0.1708
model-1577167384,1577168267.111,0.75,0.1581,0.69,0.1741
model-1577167384,1577168267.591,0.76,0.1906,0.69,0.2114
model-1577167384,1577168268.079,0.75,0.175,0.69,0.2003
model-1577167384,1577168268.563,0.85,0.153,0.75,0.1537
model-1577167384,1577168269.049,0.65,0.1999,0.84,0.1207
model-1577167384,1577168269.532,0.73,0.1815,0.72,0.1769
model-1577167384,1577168270.013,0.76,0.158,0.72,0.181
model-1577167384,1577168270.494,0.72,0.1833,0.81,0.1335
model-1577167384,1577168270.979,0.76,0.1519,0.66,0.1904
model-1577167384,1577168271.463,0.73,0.1829,0.62,0.2051
model-1577167384,1577168271.947,0.78,0.1514,0.69,0.182
model-1577167384,1577168272.431,0.68,0.1825,0.69,0.1773
model-1577167384,1577168272.915,0.75,0.1793,0.75,0.1542
model-1577167384,1577168273.425,0.65,0.221,0.78,0.1622
model-1577167384,1577168273.917,0.68,0.2032,0.78,0.1622
model-1577167384,1577168274.4,0.77,0.1733,0.53,0.2664
model-1577167384,1577168274.883,0.81,0.1422,0.72,0.17
model-1577167384,1577168275.364,0.67,0.1888,0.75,0.1825
model-1577167384,1577168275.85,0.7,0.1753,0.78,0.1511
model-1577167384,1577168276.332,0.73,0.1603,0.72,0.1785
model-1577167384,1577168276.812,0.82,0.1377,0.59,0.225
model-1577167384,1577168277.294,0.77,0.148,0.78,0.1654
model-1577167384,1577168277.78,0.7,0.1899,0.69,0.2069
model-1577167384,1577168278.264,0.75,0.1761,0.59,0.2477
model-1577167384,1577168278.752,0.79,0.1593,0.69,0.1609
model-1577167384,1577168279.237,0.71,0.1911,0.72,0.1844
model-1577167384,1577168279.722,0.73,0.1914,0.66,0.2149
model-1577167384,1577168280.204,0.72,0.1927,0.78,0.1587
model-1577167384,1577168280.685,0.8,0.1645,0.69,0.1996
model-1577167384,1577168281.17,0.76,0.1466,0.81,0.1265
model-1577167384,1577168281.653,0.75,0.1521,0.84,0.1198
model-1577167384,1577168282.137,0.69,0.186,0.91,0.1265
model-1577167384,1577168282.621,0.69,0.1824,0.84,0.1483
model-1577167384,1577168283.108,0.75,0.166,0.88,0.1005
model-1577167384,1577168283.593,0.78,0.1802,0.78,0.1337
model-1577167384,1577168284.075,0.75,0.1813,0.75,0.1854
model-1577167384,1577168284.561,0.76,0.1681,0.88,0.1206
model-1577167384,1577168285.046,0.78,0.1473,0.75,0.1496
model-1577167384,1577168285.529,0.77,0.1604,0.78,0.1616
model-1577167384,1577168286.014,0.76,0.1462,0.75,0.1788
model-1577167384,1577168286.502,0.77,0.1783,0.69,0.1957
model-1577167384,1577168286.984,0.66,0.2167,0.75,0.2156
model-1577167384,1577168287.466,0.83,0.1593,0.69,0.2056
model-1577167384,1577168287.952,0.8,0.1422,0.66,0.1877
model-1577167384,1577168288.438,0.77,0.1628,0.69,0.2106
model-1577167384,1577168288.929,0.76,0.1564,0.75,0.1623
model-1577167384,1577168289.413,0.62,0.2714,0.69,0.213
model-1577167384,1577168289.896,0.75,0.183,0.69,0.1616
model-1577167384,1577168290.38,0.71,0.179,0.66,0.2188
model-1577167384,1577168290.866,0.72,0.1917,0.69,0.1911
model-1577167384,1577168291.348,0.67,0.1906,0.72,0.2019
model-1577167384,1577168291.835,0.69,0.211,0.59,0.2249
model-1577167384,1577168292.32,0.79,0.1386,0.66,0.2194
model-1577167384,1577168292.808,0.79,0.1544,0.81,0.1719
model-1577167384,1577168293.317,0.7,0.1756,0.88,0.121
model-1577167384,1577168293.814,0.75,0.1597,0.62,0.2233
model-1577167384,1577168294.302,0.79,0.156,0.62,0.2231
model-1577167384,1577168294.786,0.73,0.1629,0.88,0.1111
model-1577167384,1577168295.271,0.81,0.1377,0.72,0.1845
model-1577167384,1577168295.754,0.8,0.1344,0.84,0.1165
model-1577167384,1577168296.239,0.75,0.1857,0.75,0.1737
model-1577167384,1577168296.719,0.78,0.1515,0.81,0.1627
model-1577167384,1577168297.203,0.7,0.2036,0.75,0.2022
model-1577167384,1577168297.683,0.71,0.1906,0.88,0.1185
model-1577167384,1577168298.169,0.7,0.1751,0.81,0.1431
model-1577167384,1577168298.654,0.71,0.1855,0.69,0.1872
model-1577167384,1577168299.134,0.8,0.1496,0.75,0.1569
model-1577167384,1577168299.617,0.71,0.1716,0.78,0.1486
model-1577167384,1577168300.097,0.72,0.1715,0.91,0.093
model-1577167384,1577168300.58,0.76,0.1648,0.84,0.1412
model-1577167384,1577168301.057,0.72,0.2108,0.81,0.1679
model-1577167384,1577168301.536,0.73,0.1809,0.91,0.0958
model-1577167384,1577168302.016,0.83,0.1411,0.72,0.1588
model-1577167384,1577168302.51,0.76,0.1629,0.78,0.1395
model-1577167384,1577168302.993,0.78,0.1464,0.75,0.1303
model-1577167384,1577168303.478,0.67,0.1935,0.78,0.1483
model-1577167384,1577168303.964,0.72,0.1835,0.84,0.1165
model-1577167384,1577168304.447,0.74,0.1718,0.69,0.1801
model-1577167384,1577168304.928,0.8,0.1497,0.81,0.1572
model-1577167384,1577168305.417,0.77,0.1484,0.75,0.1486
model-1577167384,1577168305.903,0.82,0.1499,0.88,0.1159
model-1577167384,1577168306.386,0.79,0.168,0.78,0.1317
model-1577167384,1577168306.87,0.78,0.1568,0.75,0.1868
model-1577167384,1577168307.349,0.74,0.1902,0.75,0.178
model-1577167384,1577168307.834,0.73,0.1854,0.78,0.1443
model-1577167384,1577168308.314,0.75,0.1763,0.78,0.1775
model-1577167384,1577168308.798,0.76,0.1778,0.72,0.1824
model-1577167384,1577168309.279,0.76,0.1762,0.72,0.1612
model-1577167384,1577168309.763,0.74,0.1639,0.72,0.1606
model-1577167384,1577168310.248,0.79,0.1486,0.69,0.1825
model-1577167384,1577168310.731,0.79,0.1518,0.75,0.178
model-1577167384,1577168311.211,0.76,0.1708,0.72,0.2213
model-1577167384,1577168311.687,0.79,0.1612,0.62,0.2474
model-1577167384,1577168312.169,0.72,0.1992,0.66,0.2176
model-1577167384,1577168312.652,0.7,0.1884,0.75,0.1817
model-1577167384,1577168313.137,0.81,0.1352,0.72,0.2049
model-1577167384,1577168313.62,0.76,0.1653,0.72,0.191
model-1577167384,1577168314.103,0.78,0.1626,0.75,0.1443
model-1577167384,1577168314.581,0.77,0.1738,0.75,0.162
model-1577167384,1577168315.064,0.76,0.1792,0.81,0.149
model-1577167384,1577168315.545,0.67,0.2012,0.84,0.1024
model-1577167384,1577168316.029,0.79,0.1403,0.81,0.1364
model-1577167384,1577168316.512,0.81,0.15,0.69,0.2209
model-1577167384,1577168316.992,0.77,0.1678,0.72,0.1877
model-1577167384,1577168317.473,0.73,0.167,0.78,0.1738
model-1577167384,1577168317.953,0.72,0.1798,0.84,0.1386
model-1577167384,1577168318.432,0.76,0.1819,0.62,0.2025
model-1577167384,1577168318.916,0.72,0.1743,0.75,0.1683
model-1577167384,1577168319.402,0.73,0.177,0.66,0.1939
model-1577167384,1577168319.888,0.8,0.1332,0.66,0.1884
model-1577167384,1577168320.369,0.72,0.1861,0.75,0.1568
model-1577167384,1577168320.851,0.75,0.1629,0.84,0.1443
model-1577167384,1577168321.337,0.7,0.1973,0.66,0.2148
model-1577167384,1577168321.82,0.76,0.1766,0.88,0.1227
model-1577167384,1577168322.303,0.75,0.1784,0.69,0.1945
model-1577167384,1577168322.785,0.69,0.1895,0.69,0.1951
model-1577167384,1577168323.284,0.81,0.1543,0.75,0.1688
model-1577167384,1577168323.766,0.76,0.1574,0.88,0.101
model-1577167384,1577168324.247,0.75,0.1567,0.53,0.3091
model-1577167384,1577168324.732,0.77,0.155,0.78,0.1847
model-1577167384,1577168325.216,0.76,0.1457,0.78,0.1815
model-1577167384,1577168325.701,0.75,0.1654,0.75,0.1662
model-1577167384,1577168326.19,0.8,0.1387,0.75,0.1851
model-1577167384,1577168326.673,0.74,0.1854,0.78,0.151
model-1577167384,1577168327.154,0.67,0.2098,0.81,0.1216
model-1577167384,1577168327.641,0.75,0.183,0.69,0.2017
model-1577167384,1577168328.13,0.71,0.1808,0.88,0.1265
model-1577167384,1577168328.635,0.75,0.1654,0.72,0.1647
model-1577167384,1577168329.155,0.7,0.1841,0.75,0.1572
model-1577167384,1577168329.673,0.7,0.1924,0.72,0.1457
model-1577167384,1577168330.183,0.65,0.2072,0.78,0.1549
model-1577167384,1577168330.696,0.8,0.1586,0.72,0.1861
model-1577167384,1577168331.201,0.74,0.1828,0.81,0.1515
model-1577167384,1577168331.681,0.8,0.1641,0.66,0.2235
model-1577167384,1577168332.161,0.79,0.166,0.75,0.1498
model-1577167384,1577168332.645,0.76,0.1613,0.91,0.1307
model-1577167384,1577168333.132,0.77,0.1606,0.78,0.1558
model-1577167384,1577168333.614,0.78,0.1573,0.75,0.1512
model-1577167384,1577168334.095,0.81,0.1348,0.88,0.1473
model-1577167384,1577168334.574,0.72,0.1927,0.84,0.1232
model-1577167384,1577168335.053,0.74,0.1799,0.75,0.1816
model-1577167384,1577168335.532,0.71,0.1702,0.72,0.201
model-1577167384,1577168336.014,0.77,0.1473,0.84,0.108
model-1577167384,1577168336.494,0.81,0.1689,0.62,0.2183
model-1577167384,1577168336.973,0.71,0.1703,0.78,0.1597
model-1577167384,1577168337.453,0.7,0.2042,0.62,0.1913
model-1577167384,1577168337.934,0.75,0.178,0.75,0.1703
model-1577167384,1577168338.414,0.81,0.141,0.78,0.1547
model-1577167384,1577168338.896,0.76,0.1736,0.78,0.17
model-1577167384,1577168339.375,0.71,0.1944,0.72,0.1747
model-1577167384,1577168339.858,0.76,0.1592,0.84,0.1302
model-1577167384,1577168340.34,0.77,0.1494,0.81,0.1366
model-1577167384,1577168340.822,0.78,0.1488,0.69,0.1988
model-1577167384,1577168341.308,0.69,0.1809,0.66,0.202
model-1577167384,1577168341.793,0.75,0.1672,0.88,0.1187
